Layer_Src,Layer_Dst,Neuron_Src_ID,Neuron_Dst_ID,Base_Weight,Spline_0,Spline_1,Spline_2,Spline_3,Spline_4,Spline_5,Spline_6,Spline_7,Spline_8,Spline_9,Spline_10
0,1,7,13,-0.027968466,-0.008190475,0.046324767,-0.027706694,-0.05314111,0.07567109,-0.016902218,-0.002550191,0.038563408,0.068951905,0.010717507,0.06515411
0,1,8,13,0.06456817,-0.07971556,0.0327887,-0.11903666,-0.054593112,-0.07791079,-0.070098445,-0.099144354,-0.011789601,0.03176407,-0.07699944,0.07709577
0,1,0,14,0.069636144,0.3048259,0.22913396,-0.18000713,0.2910289,-0.21259862,-0.0766865,0.044905525,-0.010099361,-0.07234039,-0.08082832,0.063137315
0,1,1,14,0.036756124,-0.028597206,-0.08361307,-0.091325864,-0.10449407,-0.07929559,-0.033357017,0.050627287,0.00861614,0.14679074,0.124412104,-0.110864125
0,1,2,14,0.02670697,-0.030239902,0.035486527,0.019841414,-0.06677141,-0.090251334,0.0067921504,-0.065037385,0.055592798,0.0023600927,0.051111557,0.040115587
0,1,3,14,0.1031043,0.5151004,0.32529792,-0.1839727,0.2766297,-0.041313507,-0.046899006,-0.10428879,0.14542584,-0.048106108,0.017755719,0.014940371
0,1,4,14,0.046348806,-0.08329366,-0.08326492,0.03143752,-0.070219934,0.06998789,0.1382813,0.014693828,0.10153114,-0.06377766,-0.06179778,-0.106031284
0,1,5,14,0.025650656,-0.08020368,0.091392465,0.008141492,-0.04570719,-0.05987689,-0.09885124,0.09526058,0.0031026532,-0.07510607,-0.044585034,-0.02889315
0,1,6,14,-0.10776613,0.4745732,0.27826568,-0.068085,0.00020239178,0.067521095,0.107211046,-0.22032243,-0.07393825,-0.03508715,0.05697959,-0.019392237
0,1,7,14,-0.058726713,0.0014115945,-0.12268515,0.051193397,0.01917358,-0.09448295,0.12607846,0.1110093,0.08474088,0.075304784,0.031340633,-0.056409493
0,1,8,14,0.034683958,-0.039278783,-0.023800306,-0.05432144,0.043909095,0.037770566,-0.05069399,-0.034983873,-0.09996857,0.033002507,-0.0934083,0.077936
0,1,0,15,-0.0125458585,-0.14531398,-0.13251303,0.016451858,-0.025990957,-0.029504841,-0.05837151,-0.012475256,0.0555675,0.1004024,-0.12187702,-0.003498329
0,1,1,15,0.018169727,0.05891288,0.061891373,0.015846033,-0.087488525,0.0419703,-0.015368867,0.07691433,-0.0023733599,0.08127251,0.0017709546,0.0052461103
0,1,2,15,-0.06456921,-0.08365851,-0.07101838,-0.103770904,-0.104254164,0.048541483,0.06499081,-0.03456202,0.066849954,-0.008952684,-0.049643025,0.042424195
0,1,3,15,0.065036096,-0.09554382,0.026182517,0.0594333,-0.01747737,-0.029900135,0.12475133,0.052803572,-0.027646031,0.032994766,0.08755204,-0.011239092
0,1,4,15,-0.066142544,0.015440755,-0.063625,-0.04679662,0.05019443,-0.012161749,0.0013583143,0.06487134,-0.088272214,-0.071399495,-0.04130263,-0.022589646
0,1,5,15,0.034809776,0.025203578,0.07784835,-0.087508336,0.058687538,-0.032716125,0.0351604,0.0002411902,-0.0022736704,-0.065168805,-0.07379117,0.022257887
0,1,6,15,-0.03951222,-0.046532743,-0.15034097,0.049888015,0.03320593,0.11431269,0.021519441,0.089244515,0.023370687,0.02338243,-0.072879106,-0.06996796
0,1,7,15,0.0013757704,-0.08771293,-0.12713449,0.096268915,-0.10244159,0.042465493,-0.030388527,0.094862305,-0.061105937,-0.008434739,0.050384823,0.034887247
0,1,8,15,0.05619988,0.110911556,0.06199967,-0.045407187,0.029083233,-0.04179152,-0.09943814,-0.07972765,0.09346884,-0.06363667,0.035945922,0.006423816
